,locationId,location,parameter,value,unit,country,city,isMobile,isAnalysis,entity,sensorType,date.utc,date.local,coordinates.latitude,coordinates.longitude
121,1938,Seattle-Beacon Hill,pm10,16.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-20 17:00:00+00:00,2024-03-20 10:00:00,47.568236000000006,-122.308628
122,1938,Seattle-Beacon Hill,pm10,12.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-20 11:00:00+00:00,2024-03-20 04:00:00,47.568236000000006,-122.308628
123,1938,Seattle-Beacon Hill,pm10,18.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-20 05:00:00+00:00,2024-03-19 22:00:00,47.568236000000006,-122.308628
124,1938,Seattle-Beacon Hill,pm10,20.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 23:00:00+00:00,2024-03-19 16:00:00,47.568236000000006,-122.308628
125,1938,Seattle-Beacon Hill,pm10,17.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 22:00:00+00:00,2024-03-19 15:00:00,47.568236000000006,-122.308628
126,1938,Seattle-Beacon Hill,pm10,25.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 21:00:00+00:00,2024-03-19 14:00:00,47.568236000000006,-122.308628
127,1938,Seattle-Beacon Hill,pm10,38.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 20:00:00+00:00,2024-03-19 13:00:00,47.568236000000006,-122.308628
128,1938,Seattle-Beacon Hill,pm10,34.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 19:00:00+00:00,2024-03-19 12:00:00,47.568236000000006,-122.308628
129,1938,Seattle-Beacon Hill,pm10,41.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 18:00:00+00:00,2024-03-19 11:00:00,47.568236000000006,-122.308628
130,1938,Seattle-Beacon Hill,pm10,14.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 17:00:00+00:00,2024-03-19 10:00:00,47.568236000000006,-122.308628
131,1938,Seattle-Beacon Hill,pm10,24.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 16:00:00+00:00,2024-03-19 09:00:00,47.568236000000006,-122.308628
132,1938,Seattle-Beacon Hill,pm10,29.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 15:00:00+00:00,2024-03-19 08:00:00,47.568236000000006,-122.308628
133,1938,Seattle-Beacon Hill,pm10,49.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 14:00:00+00:00,2024-03-19 07:00:00,47.568236000000006,-122.308628
134,1938,Seattle-Beacon Hill,pm10,22.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 13:00:00+00:00,2024-03-19 06:00:00,47.568236000000006,-122.308628
135,1938,Seattle-Beacon Hill,pm10,20.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 12:00:00+00:00,2024-03-19 05:00:00,47.568236000000006,-122.308628
136,1938,Seattle-Beacon Hill,pm10,20.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-19 11:00:00+00:00,2024-03-19 04:00:00,47.568236000000006,-122.308628
